"Year...Month","Carrier","Departures","Miles","Seats","Passengers","Seat.Utilization"
"2013-09","Aerovias de Intergracian Regional (International)","60","90,360","14,280","10,712","75%"
"2013-09","Aerovias Nacl De Colombia (International)","752","1,308,186","110,150","94,430","86%"
"2013-09","Air Alsie A/S (International)","4","9,214","40","25","63%"
"2013-09","Air Berlin PLC and CO (International)","378","1,715,548","111,696","93,181","83%"
"2013-09","Air Canada (International)","3,733","5,062,910","442,930","349,422","79%"
"2013-09","Air China (International)","398","2,355,540","96,798","79,277","82%"
"2013-09","Air Company Yakutia (International)","8","15,664","1,008","242","24%"
"2013-09","Air Europa (International)","36","129,204","10,764","9,253","86%"
"2013-09","Air Excursions LLC (Domestic)","138","12,516","1,134","363","32%"
"2013-09","Air Georgian (International)","826","204,611","14,823","8,093","55%"
"2013-09","Air Japan Co (International)","60","229,140","12,840","11,650","91%"
"2013-09","Air New Zealand (International)","278","1,672,596","88,121","81,858","93%"
"2013-09","Air Pacific Ltd. (International)","70","304,700","19,614","14,022","71%"
"2013-09","Air Sunshine Inc. (Domestic)","200","16,900","1,800","185","10%"
"2013-09","Air Tahiti Nui (International)","128","593,460","37,632","31,605","84%"
"2013-09","AirTran Airways Corporation (Domestic)","12,503","8,735,674","1,504,951","1,125,473","75%"
"2013-09","AirTran Airways Corporation (Latin America)","1,080","1,323,896","147,960","109,053","74%"
"2013-09","Air Wisconsin Airlines Corp (Domestic)","13,076","4,533,363","653,800","483,815","74%"
"2013-09","Alaska Airlines Inc. (Domestic)","13,007","14,833,399","1,890,881","1,497,029","79%"
"2013-09","Alaska Airlines Inc. (Latin America)","729","903,053","115,105","96,635","84%"
"2013-09","Alaska Central Express (Domestic)","939","277,212","1,634","714","44%"
"2013-09","Albinati Aeronautics SA (International)","4","13,963","48","20","42%"
"2013-09","Alia-(The) Royal Jordanian (International)","115","693,464","29,007","19,061","66%"
"2013-09","Allegiant Air (Domestic)","2,765","2,552,707","469,587","406,007","86%"
"2013-09","All Nippon Airways Co. (International)","660","3,757,440","150,046","111,094","74%"
"2013-09","American Airlines Inc. (Atlantic)","2,152","8,868,912","488,674","435,058","89%"
"2013-09","American Airlines Inc. (Domestic)","43,896","46,587,280","6,504,268","5,119,665","79%"
"2013-09","American Airlines Inc. (Latin America)","7,677","12,339,917","1,310,396","1,019,026","78%"
"2013-09","American Airlines Inc. (Pacific)","536","3,473,549","131,376","101,963","78%"
"2013-09","Ameristar Air Cargo (Domestic)","89","58,068","5,472","2,821","52%"
"2013-09","Arctic Transportation (Domestic)","1,301","92,783","797","150","19%"
"2013-09","Arik Air International (International)","24","126,000","5,688","4,559","80%"
"2013-09","Asiana Airlines Inc. (International)","731","3,069,370","139,834","102,950","74%"
"2013-09","Atlas Air Inc. (Domestic)","426","634,782","3,182","872","27%"
"2013-09","Atlas Air Inc. (International)","468","1,880,790","12,728","2,947","23%"
"2013-09","Austrian Airlines (International)","164","729,656","40,528","37,042","91%"
"2013-09","Avior Airlines, C.A. (International)","52","77,272","7,776","7,244","93%"
"2013-09","Avjet Corporation (Domestic)","121","116,193","1,246","338","27%"
"2013-09","Bahamasair Holding Limited (International)","577","108,660","51,670","30,851","60%"
"2013-09","Bering Air Inc. (Domestic)","2,418","206,804","21,604","7,844","36%"
"2013-09","Britannia Airways Ltd. (International)","88","372,486","24,319","23,690","97%"
"2013-09","British Airways Plc (International)","2,541","10,470,525","681,281","606,944","89%"
"2013-09","Brussels Airlines N.V. (International)","102","383,484","28,452","21,485","76%"
"2013-09","Canjet Airlines (International)","38","49,122","7,182","5,917","82%"
"2013-09","Cape Air (Domestic)","11,300","1,029,626","112,697","62,545","55%"
"2013-09","Caribbean Airlines Limited (International)","596","947,301","93,861","78,373","83%"
"2013-09","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli","209","111,137","32,395","17,064","53%"
"2013-09","CAT Aviation (International)","7","26,864","93","23","25%"
"2013-09","Cathay Pacific Airways Ltd. (International)","1,148","6,126,859","170,228","141,071","83%"
"2013-09","Cayman Airways Limited (International)","195","116,779","23,632","12,554","53%"
"2013-09","Chartright Air Inc. (International)","63","48,421","450","251","56%"
"2013-09","Chautauqua Airlines Inc. (Atlantic)","124","56,038","6,200","4,078","66%"
"2013-09","Chautauqua Airlines Inc. (Domestic)","11,180","3,732,842","538,774","396,075","74%"
"2013-09","China Airlines Ltd. (International)","858","3,960,283","109,301","82,223","75%"
"2013-09","China Eastern Airlines (International)","226","1,383,834","64,932","53,897","83%"
"2013-09","China Southern Airlines (International)","114","784,050","29,400","25,339","86%"
"2013-09","City Wings Inc dba Seaflight (Domestic)","151","6,795","1,359","859","63%"
"2013-09","Comlux Malta, Ltd. (International)","7","29,020","153","79","52%"
"2013-09","Commutair Aka Champlain Enterprises, Inc. (Domestic)","3,972","729,147","159,782","116,492","73%"
"2013-09","Compagnia Aerea Italiana (International)","440","2,049,996","111,002","97,492","88%"
"2013-09","Compagnie Natl Air France (International)","1,275","5,235,953","383,617","337,685","88%"
"2013-09","Compania Panamena (Copa) (International)","1,293","2,342,642","190,144","143,087","75%"
"2013-09","Compass Airlines (Domestic)","5,548","4,043,761","416,379","307,179","74%"
"2013-09","Concesionaria Vuela Compania De Aviacion SA de CV (Vola","875","1,301,289","139,812","105,548","75%"
"2013-09","Condor Flugdienst (International)","102","513,576","27,496","22,195","81%"
"2013-09","DCA (International)","1","3,447","16","2","13%"
"2013-09","Delta Air Lines Inc. (Atlantic)","3,861","16,565,675","948,721","862,691","91%"
"2013-09","Delta Air Lines Inc. (Domestic)","63,280","54,395,119","10,068,994","7,962,371","79%"
"2013-09","Delta Air Lines Inc. (Latin America)","3,573","6,728,768","571,615","458,454","80%"
"2013-08","40-Mile Air (Domestic)","103","10,768","406","118","29%"
"2013-08","ABC Aerolineas SA de CV dba Interjet (International)","504","610,502","75,600","62,352","82%"
"2013-08","ACM AIR CHARTER GmbH (International)","8","17,461","83","50","60%"
"2013-08","Acropolis Aviation Ltd. (International)","8","25,896","152","49","32%"
"2013-08","Aer Lingus Plc (International)","424","1,380,442","127,038","120,563","95%"
"2013-08","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus","36","13,456","5,328","4,499","84%"
"2013-08","Aeroflot Russian Airlines (International)","224","1,145,556","67,226","53,879","80%"
"2013-08","Aerolineas Argentinas (International)","116","511,096","32,480","24,096","74%"
"2013-08","Aerolitoral (International)","823","589,520","70,697","48,359","68%"
"2013-08","Aeromexico (International)","1,929","3,054,840","265,148","207,877","78%"
"2013-08","Aerovias de Intergracian Regional (International)","62","93,372","14,722","11,166","76%"
"2013-08","Aerovias Nacl De Colombia (International)","802","1,395,310","123,608","112,155","91%"
"2013-08","Air Berlin PLC and CO (International)","392","1,781,236","115,956","100,067","86%"
"2013-08","Air Canada (International)","4,124","5,761,407","493,702","435,202","88%"
"2013-08","Air China (International)","398","2,342,110","98,530","89,698","91%"
"2013-08","Air Company Yakutia (International)","10","19,580","1,260","594","47%"
"2013-08","Air Europa (International)","64","229,696","19,136","17,821","93%"
"2013-08","Air Excursions LLC (Domestic)","182","14,033","1,350","429","32%"
"2013-08","Air Georgian (International)","1,070","273,528","19,233","10,955","57%"
"2013-08","Air Japan Co (International)","62","236,778","13,268","11,814","89%"
"2013-08","Air New Zealand (International)","274","1,648,080","90,988","79,477","87%"
"2013-08","Air Pacific Ltd. (International)","78","348,844","22,634","15,532","69%"
"2013-08","Air Sunshine Inc. (Domestic)","144","9,730","1,296","335","26%"
"2013-08","Air Tahiti Nui (International)","167","770,490","49,098","40,446","82%"
"2013-08","AirTran Airways Corporation (Domestic)","14,784","10,755,867","1,779,188","1,370,739","77%"
"2013-08","AirTran Airways Corporation (Latin America)","1,383","1,662,673","189,471","162,365","86%"
"2013-08","Air Transat (International)","10","12,460","3,420","2,966","87%"
"2013-08","Air Wisconsin Airlines Corp (Domestic)","14,334","4,947,542","716,700","557,390","78%"
"2013-08","Alaska Airlines Inc. (Domestic)","14,938","17,316,676","2,161,573","1,833,125","85%"
"2013-08","Alaska Airlines Inc. (Latin America)","868","1,072,076","134,696","120,960","90%"
"2013-08","Alaska Central Express (Domestic)","1,089","318,406","1,995","1,089","55%"
"2013-08","Albinati Aeronautics SA (International)","3","4,850","36","8","22%"
"2013-08","Alia-(The) Royal Jordanian (International)","130","782,659","32,364","28,200","87%"
"2013-08","Allegiant Air (Domestic)","3,698","3,488,898","622,522","571,146","92%"
"2013-08","All Nippon Airways Co. (International)","620","3,493,762","145,492","119,604","82%"
"2013-08","American Airlines Inc. (Atlantic)","2,272","9,379,692","518,825","458,649","88%"
"2013-08","American Airlines Inc. (Domestic)","47,628","51,090,307","7,077,005","5,924,379","84%"
"2013-08","American Airlines Inc. (Latin America)","9,799","15,334,406","1,651,029","1,372,586","83%"
"2013-08","American Airlines Inc. (Pacific)","554","3,585,739","135,753","119,740","88%"
"2013-08","Ameristar Air Cargo (Domestic)","43","21,958","2,128","700","33%"
"2013-08","Ameristar Air Cargo (International)","26","16,009","608","232","38%"
"2013-08","Arctic Transportation (Domestic)","1,455","109,719","984","291","30%"
"2013-08","Arik Air International (International)","28","147,000","6,636","5,913","89%"
"2013-08","Asiana Airlines Inc. (International)","815","3,251,367","172,978","137,296","79%"
"2013-08","Atlas Air Inc. (Domestic)","480","688,162","3,665","768","21%"
"2013-08","Atlas Air Inc. (International)","480","1,871,749","17,926","4,755","27%"
"2013-08","Austrian Airlines (International)","168","747,064","41,568","39,138","94%"
"2013-08","Avior Airlines, C.A. (International)","54","80,244","7,776","6,465","83%"
"2013-08","Avjet Corporation (Domestic)","179","150,539","1,789","423","24%"
"2013-08","Bahamasair Holding Limited (International)","776","149,014","70,580","59,510","84%"
"2013-08","Bering Air Inc. (Domestic)","3,031","271,918","26,604","9,217","35%"
"2013-08","Britannia Airways Ltd. (International)","86","364,201","24,428","23,907","98%"
"2013-08","British Airways Plc (International)","2,522","10,487,678","684,643","617,639","90%"
"2013-08","Brussels Airlines N.V. (International)","106","398,602","29,590","23,246","79%"
"2013-08","Canjet Airlines (International)","52","62,138","9,828","9,180","93%"
"2013-08","Cape Air (Domestic)","14,072","1,264,783","138,243","87,069","63%"
"2013-08","Caribbean Airlines Limited (International)","805","1,336,405","127,052","120,701","95%"
"2013-08","Caribbean Sun Airlines, Inc. d/b/a World Atlantic Airli","250","153,513","38,750","22,675","59%"
"2013-08","CAT Aviation (International)","4","16,972","52","17","33%"
"2013-08","Cathay Pacific Airways Ltd. (International)","1,164","6,201,654","173,642","158,158","91%"
"2013-08","Cayman Airways Limited (International)","260","198,120","31,182","24,082","77%"
"2013-08","Chartright Air Inc. (International)","51","26,949","355","163","46%"
"2013-08","Chautauqua Airlines Inc. (Atlantic)","243","134,110","12,150","9,132","75%"
"2013-08","Chautauqua Airlines Inc. (Domestic)","12,400","4,064,668","598,412","449,633","75%"
"2013-08","China Airlines Ltd. (International)","906","4,129,721","125,214","107,290","86%"
"2013-08","China Eastern Airlines (International)","230","1,414,038","66,204","61,441","93%"
"2013-08","China Southern Airlines (International)","116","798,512","30,380","28,926","95%"
"2013-08","City Wings Inc dba Seaflight (Domestic)","163","7,335","1,467","1,053","72%"
"2013-08","Comlux Malta, Ltd. (International)","4","20,250","128","42","33%"
"2013-08","Commutair Aka Champlain Enterprises, Inc. (Domestic)","4,282","816,229","171,590","130,281","76%"
"2013-08","Compagnia Aerea Italiana (International)","462","2,157,498","116,406","99,014","85%"
"2013-08","Compagnie Natl Air France (International)","1,452","5,952,782","439,065","390,544","89%"
"2013-08","Compania Panamena (Copa) (International)","1,339","2,424,987","194,624","147,890","76%"
"2013-08","Compass Airlines (Domestic)","5,843","4,502,233","437,982","344,364","79%"
"2013-08","Concesionaria Vuela Compania De Aviacion SA de CV (Vola","1,073","1,592,707","163,272","138,020","85%"
"2013-08","Condor Flugdienst (International)","164","787,556","45,034","40,807","91%"
"2013-08","DCA (International)","4","9,037","192","161","84%"
"2013-08","Delta Air Lines Inc. (Atlantic)","4,720","20,091,964","1,140,449","1,043,546","92%"
"2013-08","Delta Air Lines Inc. (Domestic)","70,180","62,677,489","11,115,587","9,302,750","84%"
"2013-08","Delta Air Lines Inc. (Latin America)","4,452","8,017,921","731,132","645,149","88%"
"2013-07","40-Mile Air (Domestic)","109","11,386","421","145","34%"
"2013-07","ABC Aerolineas SA de CV dba Interjet (International)","544","651,528","81,600","70,294","86%"
"2013-07","ACM AIR CHARTER GmbH (International)","7","20,083","68","19","28%"
"2013-07","Acropolis Aviation Ltd. (International)","2","8,628","38","9","24%"
"2013-07","Aer Lingus Plc (International)","424","1,385,550","126,718","115,848","91%"
"2013-07","Aeroenlaces Nacionales, S.A. de C.V. d/b/a VivaAerobus","50","17,334","7,400","5,588","76%"
"2013-07","Aeroflot Russian Airlines (International)","220","1,123,666","66,186","51,765","78%"
"2013-07","Aerolineas Argentinas (International)","127","559,562","35,560","27,324","77%"
"2013-07","Aerolitoral (International)","834","570,728","69,483","55,864","80%"
"2013-07","Aeromexico (International)","2,082","3,195,431","284,896","246,989","87%"
"2013-07","Aerovias de Intergracian Regional (International)","62","93,372","14,756","11,521","78%"
"2013-07","Aerovias Nacl De Colombia (International)","807","1,401,726","123,612","113,411","92%"
"2013-07","Air Berlin PLC and CO (International)","386","1,752,058","114,041","97,077","85%"
"2013-07","Air Canada (International)","4,719","6,027,978","541,116","451,417","83%"
"2013-07","Air China (International)","383","2,168,525","87,706","74,180","85%"
"2013-07","Air Company Yakutia (International)","8","15,664","1,008","288","29%"
"2013-07","Air Europa (International)","50","179,450","14,950","13,605","91%"
"2013-07","Air Excursions LLC (Domestic)","173","13,782","1,305","379","29%"
"2013-07","Air Georgian (International)","1,092","281,564","19,638","10,940","56%"
"2013-07","Air Japan Co (International)","62","236,778","13,268","11,842","89%"
"2013-07","Air New Zealand (International)","289","1,741,468","93,666","86,140","92%"
"2013-07","Air Pacific Ltd. (International)","80","357,342","23,078","18,301","79%"
"2013-07","Air Sunshine Inc. (Domestic)","144","9,730","1,296","779","60%"
